"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1749078886","1","","Aggregated",0.00,0.00,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,0,0,0,0,0
"1749078887","2","","Aggregated",0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,5,0,31,57,12,138,99744
"1749078888","3","","Aggregated",0.00,0.00,38,44,44,51,53,66,66,66,66,66,66,66,18,0,36,41,10,138,80388
"1749078889","4","","Aggregated",0.00,0.00,38,43,46,53,66,100,140,140,140,140,140,140,38,0,37,41,6,138,85689
"1749078890","4","","Aggregated",8.50,0.00,30,39,44,51,66,84,100,140,140,140,140,140,65,0,30,36,4,138,76935
"1749078891","4","","Aggregated",12.67,0.00,35,43,50,56,71,88,100,140,140,140,140,140,95,0,35,39,4,138,86811
"1749078892","4","","Aggregated",15.50,0.00,32,41,48,56,71,84,100,110,140,140,140,140,125,0,32,37,4,138,84611
"1749078893","4","","Aggregated",18.80,0.00,33,43,48,55,70,83,100,110,140,140,140,140,153,0,33,36,4,138,84232
"1749078894","4","","Aggregated",20.50,0.00,34,43,49,56,70,84,100,110,140,140,140,140,178,0,33,37,4,138,87636
"1749078895","4","","Aggregated",20.50,0.00,33,43,49,55,70,83,89,100,140,140,140,140,206,0,33,36,4,138,87630
"1749078896","4","","Aggregated",22.12,0.00,32,42,50,56,70,82,89,100,140,140,140,140,235,0,32,36,4,138,87921
"1749078897","4","","Aggregated",22.89,0.00,32,43,49,54,70,80,89,100,140,140,140,140,266,0,32,35,4,138,87334
"1749078898","4","","Aggregated",23.20,0.00,33,42,49,54,70,76,84,89,110,110,110,110,288,0,33,36,4,138,89301
"1749078899","4","","Aggregated",25.80,0.00,33,43,49,52,68,76,84,89,110,110,110,110,319,0,33,35,4,138,89246
"1749078900","4","","Aggregated",26.90,0.00,33,42,48,52,66,72,80,84,110,110,110,110,352,0,33,35,4,138,88956
"1749078901","4","","Aggregated",28.00,0.00,33,42,48,51,63,72,80,84,100,100,100,100,378,0,33,35,4,138,88970
"1749078902","4","","Aggregated",28.60,0.00,33,42,47,51,63,72,80,87,100,100,100,100,408,0,33,35,4,138,89353
"1749078903","4","","Aggregated",28.60,0.00,33,42,47,50,62,72,80,87,97,97,97,97,437,0,33,35,4,138,89616
"1749078904","4","","Aggregated",28.40,0.00,33,42,47,49,62,72,81,91,110,110,110,110,463,0,33,35,4,138,89170
"1749078905","4","","Aggregated",28.50,0.00,33,43,47,50,62,71,86,93,110,110,110,110,493,0,33,35,4,138,88855
"1749078906","4","","Aggregated",28.50,0.00,33,42,46,49,63,73,87,93,110,110,110,110,519,0,33,35,4,138,88640
"1749078907","4","","Aggregated",28.60,0.00,32,42,46,52,63,74,87,93,110,110,110,110,546,0,32,35,4,138,88513
"1749078908","4","","Aggregated",28.40,0.00,31,42,46,50,60,74,90,93,110,110,110,110,568,0,32,34,4,138,88327
"1749078909","4","","Aggregated",28.00,0.00,32,42,46,50,64,79,87,93,110,110,110,110,601,0,32,34,4,138,89210
"1749078910","4","","Aggregated",28.00,0.00,31,42,47,52,64,80,90,97,130,130,130,130,628,0,33,34,4,138,89527
"1749078911","4","","Aggregated",27.90,0.00,31,42,47,50,64,80,88,97,130,130,130,130,660,0,33,34,4,138,89974
"1749078912","4","","Aggregated",27.60,0.00,30,40,46,48,60,77,88,100,130,130,130,130,689,0,32,34,4,138,88762
"1749078913","4","","Aggregated",27.90,0.00,30,39,45,47,56,74,87,93,130,130,130,130,715,0,32,34,4,138,87568
"1749078914","4","","Aggregated",27.70,0.00,30,39,45,48,57,74,81,90,130,130,130,130,744,0,32,33,4,138,87299
"1749078915","4","","Aggregated",27.30,0.00,30,38,44,48,57,70,80,88,130,130,130,130,770,0,31,33,4,138,87128
"1749078916","4","","Aggregated",27.80,0.00,30,38,44,48,57,70,82,88,130,130,130,130,797,0,32,33,4,138,86553
"1749078917","4","","Aggregated",27.40,0.00,28,36,43,46,56,70,82,88,130,130,130,130,827,0,31,33,4,138,85594
"1749078918","4","","Aggregated",27.70,0.00,28,36,41,46,55,65,82,88,130,130,130,130,861,0,31,33,4,138,85424
"1749078919","4","","Aggregated",28.10,0.00,28,36,44,48,59,69,82,87,100,100,100,100,891,0,31,33,4,138,86570
"1749078920","4","","Aggregated",29.00,0.00,26,35,42,49,61,70,82,87,100,100,100,100,923,0,31,33,4,138,86192
"1749078921","4","","Aggregated",28.50,0.00,29,36,43,50,61,70,79,84,95,95,95,95,961,0,31,33,4,138,85801
"1749078922","4","","Aggregated",29.30,0.00,29,37,45,51,65,71,82,86,95,95,95,95,987,0,31,33,4,138,86317
"1749078923","4","","Aggregated",29.60,0.00,29,37,43,50,65,71,82,87,95,95,95,95,1014,1,31,33,3,138,86056
"1749078924","4","","Aggregated",29.80,0.00,30,38,46,51,65,73,82,87,95,95,95,95,1050,1,31,33,3,138,86502
"1749078925","4","","Aggregated",30.10,0.10,29,38,47,51,66,73,86,95,120,120,120,120,1077,1,31,33,3,138,86541
"1749078926","4","","Aggregated",30.20,0.10,29,38,46,51,65,73,84,95,120,120,120,120,1111,1,31,33,3,138,86341
"1749078927","4","","Aggregated",30.60,0.10,29,38,46,50,65,72,84,95,120,120,120,120,1145,1,30,33,3,138,86258
"1749078928","4","","Aggregated",31.40,0.10,29,38,44,48,59,72,82,90,120,120,120,120,1185,1,30,32,3,138,85906
"1749078929","4","","Aggregated",31.20,0.10,29,39,43,48,59,72,86,110,120,120,120,120,1216,1,30,32,3,138,85639
"1749078930","4","","Aggregated",31.90,0.10,29,39,45,48,61,75,86,110,120,120,120,120,1247,1,30,32,3,138,86029
"1749078931","4","","Aggregated",32.80,0.10,29,39,43,47,57,74,86,110,120,120,120,120,1279,1,30,32,3,138,85939
"1749078932","4","","Aggregated",32.30,0.10,29,40,45,48,61,74,86,110,120,120,120,120,1297,1,30,32,3,138,86273
"1749078933","4","","Aggregated",32.10,0.10,30,40,45,48,59,72,82,110,120,120,120,120,1327,1,31,32,3,138,86534
"1749078934","4","","Aggregated",31.10,0.10,29,39,44,47,56,72,82,110,120,120,120,120,1357,1,30,32,3,138,85807
"1749078935","4","","Aggregated",30.70,0.00,29,39,44,47,55,68,80,87,120,120,120,120,1384,1,30,32,3,138,85487
"1749078936","4","","Aggregated",30.70,0.00,29,39,44,47,56,68,80,87,120,120,120,120,1414,1,30,32,3,138,85263
"1749078937","4","","Aggregated",30.60,0.00,29,38,44,48,58,69,80,87,120,120,120,120,1441,1,30,32,3,138,85132
"1749078938","4","","Aggregated",30.00,0.00,28,37,44,48,58,69,80,86,120,120,120,120,1475,1,30,32,3,138,85107
"1749078939","4","","Aggregated",29.80,0.00,26,35,42,46,57,66,74,81,120,120,120,120,1507,1,30,32,3,138,84728
"1749078940","4","","Aggregated",28.80,0.00,26,36,43,48,58,68,76,81,120,120,120,120,1538,1,30,32,3,138,84519
"1749078941","4","","Aggregated",28.90,0.00,26,35,41,46,56,68,78,86,120,120,120,120,1575,1,30,32,3,138,84560
"1749078942","4","","Aggregated",28.80,0.00,25,35,41,46,57,68,78,86,120,120,120,120,1597,1,30,32,3,138,84279
"1749078943","4","","Aggregated",29.20,0.00,26,36,42,48,57,70,78,86,120,120,120,120,1630,1,30,32,3,138,84875
"1749078944","4","","Aggregated",29.80,0.00,26,36,42,48,58,70,78,85,89,89,89,89,1657,1,29,32,3,138,84722
"1749078945","4","","Aggregated",30.20,0.00,27,37,42,47,60,70,78,85,89,89,89,89,1689,1,29,32,3,138,84663
"1749078946","4","","Aggregated",29.90,0.00,27,37,43,47,60,70,78,81,89,89,89,89,1723,1,29,32,3,138,84914
"1749078947","4","","Aggregated",30.30,0.00,27,38,44,48,59,71,78,81,89,89,89,89,1744,1,29,32,3,138,84885
"1749078948","4","","Aggregated",30.30,0.00,29,40,47,49,60,72,78,85,110,110,110,110,1773,1,30,32,3,138,85201
"1749078949","4","","Aggregated",30.30,0.00,29,40,47,49,59,71,78,85,110,110,110,110,1807,1,30,32,3,138,85365
"1749078950","4","","Aggregated",30.10,0.00,29,40,46,49,60,71,78,85,110,110,110,110,1838,1,30,32,3,138,85415
"1749078951","4","","Aggregated",29.80,0.00,31,41,47,50,60,71,78,85,110,110,110,110,1863,1,30,32,3,138,85531
"1749078952","4","","Aggregated",30.00,0.00,30,40,47,49,59,67,77,81,110,110,110,110,1894,1,30,32,3,138,85170
"1749078953","4","","Aggregated",28.70,0.00,31,41,47,50,61,71,77,84,110,110,110,110,1917,1,30,32,3,138,85390
"1749078954","4","","Aggregated",29.60,0.00,31,40,47,50,61,73,78,84,110,110,110,110,1952,1,30,32,3,138,85084
"1749078955","4","","Aggregated",28.90,0.00,30,40,45,49,58,67,77,84,110,110,110,110,1985,1,30,31,3,138,84915
"1749078956","4","","Aggregated",29.50,0.00,31,39,44,48,57,67,81,96,110,110,110,110,2020,1,30,31,3,138,84825
"1749078957","4","","Aggregated",29.00,0.00,30,39,44,48,56,67,77,96,110,110,110,110,2052,1,30,31,3,138,84783
"1749078958","4","","Aggregated",29.50,0.00,30,39,44,48,57,67,77,84,100,100,100,100,2084,1,30,31,3,138,85180
"1749078959","4","","Aggregated",30.50,0.00,30,39,45,48,57,63,77,84,96,96,96,96,2112,1,30,31,3,138,85325
"1749078960","4","","Aggregated",30.90,0.00,30,39,45,48,57,64,81,84,96,96,96,96,2138,1,30,31,3,138,85238
"1749078961","4","","Aggregated",30.70,0.00,30,39,44,48,58,64,81,84,96,96,96,96,2175,1,30,31,3,138,84947
"1749078962","4","","Aggregated",30.20,0.00,29,39,44,48,59,73,81,85,96,96,96,96,2204,1,30,31,3,138,85261
"1749078963","4","","Aggregated",31.00,0.00,30,40,44,48,59,68,81,87,120,120,120,120,2232,1,30,31,3,138,85392
"1749078964","4","","Aggregated",30.40,0.00,29,40,44,47,59,70,82,87,120,120,120,120,2253,1,30,31,3,138,85155
"1749078965","4","","Aggregated",31.00,0.00,30,40,46,49,62,75,83,85,120,120,120,120,2281,1,30,32,3,138,85613
"1749078966","4","","Aggregated",29.70,0.00,30,39,44,47,62,77,84,87,120,120,120,120,2315,1,30,31,3,138,85271
"1749078967","4","","Aggregated",30.00,0.00,29,38,44,46,62,75,84,87,120,120,120,120,2342,1,30,31,3,138,85263
"1749078968","4","","Aggregated",29.80,0.00,30,39,43,46,63,75,83,87,120,120,120,120,2372,1,30,31,3,138,85289
"1749078969","4","","Aggregated",29.10,0.00,30,39,43,45,63,79,85,96,120,120,120,120,2401,1,30,31,3,138,85222
"1749078970","4","","Aggregated",29.00,0.00,31,39,44,46,64,80,86,96,120,120,120,120,2427,1,30,31,3,138,85305
"1749078971","4","","Aggregated",28.50,0.00,31,39,44,45,63,79,84,96,120,120,120,120,2459,1,30,31,3,138,85266
"1749078972","4","","Aggregated",28.60,0.00,31,39,44,45,62,75,84,93,100,100,100,100,2491,1,30,31,3,138,85365
"1749078973","4","","Aggregated",28.10,0.00,31,39,44,45,64,80,92,96,130,130,130,130,2515,1,30,32,3,138,85693
"1749078974","4","","Aggregated",28.30,0.00,31,39,44,46,62,80,92,96,130,130,130,130,2550,1,30,32,3,138,85895
"1749078975","4","","Aggregated",28.70,0.00,32,40,44,48,62,78,92,96,130,130,130,130,2575,1,30,32,3,138,86106
"1749078976","4","","Aggregated",29.60,0.00,32,40,45,49,62,79,92,96,130,130,130,130,2604,1,30,32,3,138,85896
"1749078977","4","","Aggregated",29.20,0.00,32,40,45,48,60,78,92,96,130,130,130,130,2640,1,30,32,3,138,85577
"1749078978","4","","Aggregated",28.70,0.00,32,40,45,48,60,81,92,96,130,130,130,130,2676,1,30,32,3,138,85541
"1749078979","4","","Aggregated",29.30,0.00,32,40,45,49,60,78,92,96,130,130,130,130,2708,1,30,32,3,138,85656
"1749078980","4","","Aggregated",29.40,0.00,31,39,44,48,56,73,91,96,130,130,130,130,2736,1,30,31,3,138,85527
"1749078981","4","","Aggregated",30.30,0.00,31,39,44,48,57,75,92,96,130,130,130,130,2764,1,30,31,3,138,85446
"1749078982","4","","Aggregated",30.60,0.00,29,39,44,49,60,76,93,100,130,130,130,130,2796,1,30,31,3,138,85401
"1749078983","4","","Aggregated",30.50,0.00,29,38,43,47,56,75,89,96,100,100,100,100,2829,1,30,31,3,138,85326
"1749078984","4","","Aggregated",30.30,0.00,28,39,45,49,58,75,85,93,100,100,100,100,2860,1,30,31,3,138,85499
