"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1749105521","1","","Aggregated",0.00,0.00,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,0,0,0,0,0
"1749105522","2","","Aggregated",0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,6,0,39,46,9,68,107282
"1749105523","3","","Aggregated",0.00,0.00,48,60,64,68,70,74,140,140,140,140,140,140,21,0,48,50,9,135,121521
"1749105524","4","","Aggregated",0.00,0.00,39,48,60,64,74,94,140,140,140,140,140,140,42,0,38,40,5,135,96773
"1749105525","5","","Aggregated",3.50,0.00,38,47,55,60,70,75,96,140,140,140,140,140,74,0,36,37,4,135,87745
"1749105526","6","","Aggregated",7.33,0.00,38,48,56,65,73,82,97,120,140,140,140,140,106,0,38,40,4,135,96217
"1749105527","7","","Aggregated",11.25,0.00,36,45,56,64,72,82,97,120,140,140,140,140,151,0,36,37,4,135,91121
"1749105528","8","","Aggregated",14.80,0.00,37,48,56,62,73,84,120,120,140,140,140,140,199,0,37,38,4,135,93336
"1749105529","9","","Aggregated",18.00,0.00,36,47,56,61,74,84,110,120,160,160,160,160,260,0,35,38,4,159,94099
"1749105530","10","","Aggregated",21.71,0.00,34,45,55,61,74,89,110,120,160,160,160,160,334,0,34,37,4,159,90677
"1749105531","11","","Aggregated",25.12,0.00,34,44,51,59,73,89,110,120,160,160,160,160,399,0,34,36,4,159,91536
"1749105532","12","","Aggregated",29.22,0.00,34,43,50,58,72,88,110,120,160,160,160,160,484,0,34,36,4,159,92481
"1749105533","13","","Aggregated",33.40,0.00,33,42,50,57,71,86,100,120,160,160,160,160,575,0,34,36,3,159,94022
"1749105535","14","","Aggregated",39.90,0.00,33,43,51,58,71,85,100,120,160,160,160,160,655,0,34,36,3,159,94532
"1749105536","15","","Aggregated",47.80,0.00,33,43,50,56,70,84,100,120,160,160,160,160,754,0,34,36,3,159,95146
"1749105537","16","","Aggregated",55.30,0.00,33,43,50,56,70,84,100,120,160,160,160,160,873,0,33,36,3,159,93852
"1749105538","17","","Aggregated",68.00,0.00,32,42,49,54,69,83,100,110,160,160,160,160,996,0,33,35,3,159,93668
"1749105539","18","","Aggregated",76.50,0.00,32,42,49,53,68,82,100,110,160,160,160,160,1135,0,33,35,3,159,93717
"1749105540","19","","Aggregated",84.00,0.00,32,42,49,53,68,79,97,110,160,160,160,160,1266,0,32,35,3,159,93779
