"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1749096019","1","","Aggregated",0.00,0.00,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,0,0,0,0,0
"1749096020","2","","Aggregated",0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,6,0,44,42,5,83,75229
"1749096021","3","","Aggregated",0.00,0.00,46,56,73,74,86,120,130,130,130,130,130,130,26,0,44,50,5,128,115665
"1749096022","4","","Aggregated",0.00,0.00,44,56,60,73,81,86,130,130,130,130,130,130,46,0,44,45,5,128,108061
"1749096023","5","","Aggregated",4.00,0.00,44,52,57,63,78,86,120,130,130,130,130,130,76,0,43,44,5,128,104654
"1749096024","6","","Aggregated",9.67,0.00,42,50,57,62,78,88,110,120,130,130,130,130,105,0,42,42,5,128,102254
"1749096025","7","","Aggregated",12.00,0.00,40,49,57,61,78,88,110,120,130,130,130,130,151,0,40,39,5,128,96432
"1749096026","8","","Aggregated",15.80,0.00,35,47,57,63,78,88,99,120,130,130,130,130,209,0,35,39,5,128,96307
"1749096027","9","","Aggregated",18.33,0.00,34,46,56,61,74,87,99,120,130,130,130,130,269,0,34,37,4,128,93810
"1749096028","10","","Aggregated",21.86,0.00,35,46,56,61,78,89,110,120,130,130,130,130,335,0,35,38,4,128,98085
"1749096029","11","","Aggregated",26.62,0.00,33,45,53,60,74,86,110,120,130,130,130,130,407,0,33,37,4,128,96437
"1749096030","12","","Aggregated",29.89,0.00,33,43,52,57,74,86,99,110,120,120,120,120,494,0,33,36,4,128,96267
"1749096031","13","","Aggregated",33.70,0.00,32,43,52,57,74,85,97,110,120,120,120,120,572,0,33,37,4,128,97887
"1749096032","14","","Aggregated",40.90,0.00,31,43,51,57,72,87,98,110,120,120,120,120,665,0,32,36,3,128,97015
"1749096033","15","","Aggregated",48.70,0.00,31,42,50,56,72,87,98,110,120,120,120,120,763,0,32,36,3,128,96339
"1749096034","16","","Aggregated",54.60,0.00,31,43,50,56,74,87,100,110,130,130,130,130,874,0,32,36,3,134,96772
"1749096035","17","","Aggregated",61.70,0.00,30,41,49,53,71,87,98,110,150,150,150,150,1005,0,31,35,3,146,93610
"1749096037","18","","Aggregated",68.50,0.00,30,41,49,54,70,86,98,110,150,150,150,150,1137,0,31,35,3,146,93011
"1749096038","19","","Aggregated",85.20,0.00,30,41,49,53,70,84,97,110,150,150,150,150,1277,0,31,35,3,146,93904
"1749096039","20","","Aggregated",85.20,0.00,30,41,48,53,70,86,98,110,130,150,150,150,1417,0,31,35,3,146,93786
"1749096040","21","","Aggregated",100.70,0.00,30,41,47,52,69,83,97,110,130,150,150,150,1564,0,31,34,3,146,92831
"1749096041","22","","Aggregated",108.00,0.00,30,41,47,51,68,82,98,110,130,150,150,150,1710,0,31,34,3,146,93232
"1749096042","22","","Aggregated",115.10,0.00,30,41,46,51,67,81,96,110,130,150,150,150,1885,0,31,34,3,146,92703
"1749096043","22","","Aggregated",121.20,0.00,30,41,46,51,66,80,95,110,140,150,150,150,2045,0,31,34,3,146,92590
"1749096044","22","","Aggregated",130.60,0.00,30,40,46,50,64,79,95,110,140,150,150,150,2222,0,31,34,3,146,92446
"1749096045","22","","Aggregated",137.60,0.00,31,40,46,50,65,79,96,110,120,140,140,140,2388,0,31,34,3,146,92521
"1749096046","22","","Aggregated",144.90,0.00,31,41,46,50,65,80,97,110,120,140,140,140,2544,0,31,34,3,146,92680
"1749096047","22","","Aggregated",150.70,0.00,30,40,46,50,64,78,95,110,120,140,140,140,2695,0,31,34,3,146,92590
"1749096048","22","","Aggregated",152.90,0.00,30,40,46,50,64,77,93,110,120,140,140,140,2848,0,31,34,3,146,92530
"1749096049","22","","Aggregated",155.20,0.00,30,40,46,51,65,79,95,110,140,170,170,170,3009,0,31,34,3,168,92606
"1749096050","22","","Aggregated",156.30,0.00,31,40,46,51,65,79,95,110,140,170,170,170,3171,0,31,34,3,168,92965
"1749096051","22","","Aggregated",158.20,0.00,31,41,47,52,66,80,97,110,140,170,170,170,3334,0,31,34,3,168,92571
"1749096052","22","","Aggregated",160.10,0.00,31,40,46,51,66,81,95,110,140,170,170,170,3495,0,31,34,3,168,92235
"1749096053","22","","Aggregated",161.00,0.00,31,40,46,51,66,81,97,110,140,170,170,170,3641,0,31,34,3,168,92441
"1749096054","22","","Aggregated",160.20,0.00,31,40,46,51,66,80,95,110,140,170,170,170,3818,0,31,34,3,168,92603
"1749096055","22","","Aggregated",158.80,0.00,30,40,46,50,65,79,95,110,140,170,170,170,3988,0,31,34,3,168,92526
"1749096056","22","","Aggregated",158.50,0.00,30,40,46,50,65,80,95,110,140,170,170,170,4164,0,30,34,3,168,92590
"1749096057","22","","Aggregated",158.80,0.00,30,40,46,50,65,80,95,110,140,170,170,170,4333,0,31,34,3,168,92801
"1749096058","22","","Aggregated",161.20,0.00,30,39,45,49,64,78,95,110,140,140,140,140,4509,0,30,33,3,168,92538
"1749096059","22","","Aggregated",162.40,0.00,29,39,45,49,62,76,93,110,140,160,160,160,4668,0,30,33,3,168,92273
"1749096060","22","","Aggregated",165.30,0.00,30,39,45,49,61,76,91,110,140,160,160,160,4832,1,30,33,3,168,92571
"1749096061","22","","Aggregated",164.90,0.00,30,39,45,49,62,76,95,110,150,160,160,160,4996,1,30,33,3,168,92801
"1749096062","22","","Aggregated",165.30,0.10,29,38,45,49,60,75,92,110,150,160,160,160,5177,1,30,33,3,168,92424
"1749096063","22","","Aggregated",165.80,0.10,29,38,44,48,61,74,92,110,150,160,160,160,5350,1,30,33,3,168,92341
"1749096064","22","","Aggregated",167.00,0.10,29,38,44,49,61,75,94,110,160,160,160,160,5529,1,30,33,3,168,92212
"1749096065","22","","Aggregated",169.90,0.10,29,38,44,48,60,74,94,110,160,160,160,160,5699,1,30,33,3,168,91934
"1749096066","22","","Aggregated",170.70,0.10,29,38,43,47,60,73,92,110,160,160,160,160,5871,1,30,33,3,168,92017
"1749096067","22","","Aggregated",170.20,0.10,29,38,43,47,60,74,92,110,160,160,160,160,6053,1,30,33,3,168,92008
"1749096068","22","","Aggregated",169.90,0.10,29,38,44,48,61,76,95,110,160,160,160,160,6215,1,30,33,3,168,92099
"1749096069","22","","Aggregated",171.20,0.10,29,38,44,48,62,77,95,110,150,160,160,160,6375,1,30,33,3,168,92475
"1749096070","22","","Aggregated",169.80,0.10,29,38,44,48,63,77,95,110,150,160,160,160,6523,1,30,33,3,168,92669
"1749096071","22","","Aggregated",169.80,0.10,30,39,44,49,63,77,97,110,160,180,180,180,6693,1,30,33,3,184,92800
"1749096072","22","","Aggregated",168.40,0.00,30,39,44,49,63,77,98,110,160,180,180,180,6867,1,30,33,3,184,92796
"1749096073","22","","Aggregated",168.60,0.00,30,39,45,49,63,77,97,110,150,180,180,180,7018,1,30,33,3,184,92799
"1749096074","22","","Aggregated",167.80,0.00,31,40,45,50,66,80,98,110,150,180,180,180,7180,1,30,33,3,184,92831
"1749096075","22","","Aggregated",166.90,0.00,31,40,46,50,66,81,100,120,150,180,180,180,7337,1,30,33,3,184,93104
"1749096076","22","","Aggregated",165.00,0.00,31,41,46,51,66,82,100,120,150,180,180,180,7515,1,30,33,3,184,93112
"1749096077","22","","Aggregated",163.30,0.00,31,41,46,51,66,81,100,110,150,180,180,180,7686,1,30,33,3,184,93126
"1749096078","22","","Aggregated",164.00,0.00,31,40,46,51,66,81,100,110,140,180,180,180,7841,1,30,33,3,184,93379
"1749096079","22","","Aggregated",162.50,0.00,31,41,47,52,67,81,110,110,140,180,180,180,7997,1,30,33,3,184,93643
"1749096080","22","","Aggregated",161.90,0.00,31,41,47,53,67,81,100,110,140,140,140,140,8178,1,30,33,3,184,93733
"1749096081","22","","Aggregated",161.80,0.00,32,42,48,54,68,82,100,110,140,140,140,140,8345,1,30,33,3,184,93923
"1749096082","22","","Aggregated",164.10,0.00,32,42,49,54,71,86,100,110,140,140,140,140,8500,1,30,33,3,184,93998
