"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1749101718","1","","Aggregated",0.00,0.00,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,0,0,0,0,0
"1749101719","2","","Aggregated",0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,8,0,54,63,10,140,156672
"1749101720","3","","Aggregated",0.00,0.00,42,52,56,66,78,93,130,130,130,130,130,130,25,0,42,48,4,140,121001
"1749101721","4","","Aggregated",2.00,0.00,42,53,62,67,91,94,130,130,130,130,130,130,50,0,42,47,4,140,116060
"1749101722","5","","Aggregated",6.50,0.00,38,49,56,61,78,93,110,130,130,130,130,130,79,0,38,42,4,140,103359
"1749101723","6","","Aggregated",12.33,0.00,38,53,56,62,79,91,110,110,130,130,130,130,107,0,38,42,4,140,102693
"1749101724","7","","Aggregated",15.00,0.00,38,49,56,62,78,93,110,130,160,160,160,160,141,0,38,42,4,157,102907
"1749101725","8","","Aggregated",18.40,0.00,36,48,55,58,72,89,110,130,160,160,160,160,193,0,37,39,4,157,98438
"1749101726","9","","Aggregated",19.50,0.00,36,47,55,58,72,91,100,110,160,160,160,160,250,0,36,39,4,157,96321
"1749101727","10","","Aggregated",22.71,0.00,36,46,53,57,69,85,100,110,160,160,160,160,324,0,36,38,3,157,95606
"1749101728","11","","Aggregated",26.38,0.00,36,46,54,58,69,79,100,110,160,160,160,160,392,0,36,38,3,157,95886
"1749101729","12","","Aggregated",30.67,0.00,36,45,53,56,68,79,99,110,160,160,160,160,484,0,36,37,3,157,97270
"1749101730","13","","Aggregated",34.70,0.00,35,44,51,56,67,79,99,110,160,160,160,160,574,0,35,37,3,157,96516
"1749101731","14","","Aggregated",42.50,0.00,34,43,50,55,66,79,99,110,160,160,160,160,667,0,35,36,3,157,94637
"1749101732","15","","Aggregated",50.20,0.00,34,43,50,55,68,81,99,110,160,160,160,160,767,0,35,36,3,157,96547
"1749101733","16","","Aggregated",57.00,0.00,34,42,48,53,65,77,95,110,160,160,160,160,890,0,34,36,3,157,95265
"1749101734","17","","Aggregated",63.60,0.00,34,42,48,53,65,77,95,110,140,140,140,140,1005,1,34,36,2,157,95938
"1749101735","18","","Aggregated",72.00,0.00,34,43,49,53,65,77,94,110,140,140,140,140,1133,1,34,36,2,157,97044
"1749101736","19","","Aggregated",81.10,0.00,34,42,49,54,65,77,91,110,140,140,140,140,1244,1,34,36,2,157,96652
"1749101737","20","","Aggregated",87.70,0.10,33,42,48,53,64,77,91,110,140,140,140,140,1389,1,34,35,2,157,95291
"1749101738","21","","Aggregated",95.30,0.10,33,42,48,52,63,77,91,110,140,140,140,140,1532,1,33,35,2,157,94111
"1749101739","22","","Aggregated",100.80,0.10,32,41,46,51,63,78,92,110,140,150,150,150,1684,1,33,35,2,157,94293
"1749101740","23","","Aggregated",108.00,0.10,32,41,46,51,63,78,92,110,140,150,150,150,1844,1,33,34,2,157,94200
"1749101741","24","","Aggregated",114.80,0.10,32,41,47,51,63,77,92,100,140,150,150,150,2016,1,33,34,2,157,94885
"1749101742","25","","Aggregated",121.40,0.10,31,40,46,50,63,75,92,100,150,150,150,150,2192,1,32,34,2,157,94288
"1749101743","26","","Aggregated",128.70,0.10,30,40,46,50,63,76,93,110,150,200,200,200,2390,1,32,34,2,199,93898
"1749101744","27","","Aggregated",136.50,0.10,30,39,45,50,63,75,92,100,150,200,200,200,2594,1,32,34,2,199,93301
"1749101745","28","","Aggregated",142.60,0.10,29,38,45,49,63,73,91,100,150,200,200,200,2808,1,31,34,2,199,92624
"1749101746","28","","Aggregated",152.60,0.10,29,38,44,48,62,72,92,100,150,200,200,200,3018,1,31,33,2,199,91808
"1749101747","28","","Aggregated",161.70,0.00,29,38,44,48,62,73,90,100,150,200,200,200,3224,1,31,33,2,199,91752
"1749101748","28","","Aggregated",169.90,0.00,29,38,44,48,62,72,89,100,150,200,200,200,3441,1,31,33,2,199,91578
"1749101749","28","","Aggregated",177.70,0.00,29,38,44,48,62,72,89,100,150,200,200,200,3652,1,31,33,2,199,91192
"1749101750","28","","Aggregated",185.40,0.00,29,38,44,47,62,72,92,110,150,200,200,200,3865,1,31,33,2,199,91633
"1749101751","28","","Aggregated",191.80,0.00,29,38,44,48,62,71,89,110,140,200,200,200,4090,1,31,33,2,199,91728
"1749101752","28","","Aggregated",197.30,0.00,29,38,44,48,62,72,92,110,140,200,200,200,4293,1,31,33,2,199,91432
"1749101753","28","","Aggregated",202.00,0.00,29,38,44,48,60,71,88,110,140,140,140,140,4487,1,31,33,2,199,91006
"1749101754","28","","Aggregated",208.00,0.00,30,39,44,48,59,71,92,110,140,140,140,140,4696,1,31,33,2,199,91272
"1749101755","28","","Aggregated",210.90,0.00,31,39,45,49,61,74,95,110,140,150,150,150,4910,1,31,33,2,199,91336
"1749101756","28","","Aggregated",207.50,0.00,31,39,45,50,62,76,98,110,140,150,150,150,5112,1,31,33,2,199,91327
"1749101757","28","","Aggregated",208.40,0.00,31,39,45,50,62,76,98,110,140,150,150,150,5305,1,31,33,2,199,91278
"1749101758","28","","Aggregated",208.70,0.00,32,40,46,51,62,77,100,110,140,150,150,150,5502,1,31,33,2,199,91359
"1749101759","28","","Aggregated",208.40,0.00,32,40,46,51,64,78,99,110,140,150,150,150,5717,1,31,33,2,199,91219
"1749101760","28","","Aggregated",207.10,0.00,32,40,46,50,64,78,96,110,140,150,150,150,5935,1,31,33,2,199,91025
"1749101761","28","","Aggregated",204.90,0.00,32,40,46,51,64,79,97,110,140,150,150,150,6148,1,31,33,2,199,90796
"1749101762","28","","Aggregated",205.00,0.00,31,40,46,51,65,78,95,110,140,150,150,150,6367,1,31,33,2,199,90681
"1749101763","28","","Aggregated",205.70,0.00,31,40,46,51,65,78,95,110,140,150,150,150,6587,1,31,33,2,199,90501
"1749101764","28","","Aggregated",204.70,0.00,31,40,46,51,66,80,97,110,140,150,150,150,6796,1,31,33,2,199,90633
"1749101765","28","","Aggregated",205.90,0.00,30,40,46,50,66,79,94,110,140,150,150,150,7008,1,31,33,2,199,90342
"1749101766","28","","Aggregated",208.40,0.00,30,39,45,50,64,77,88,110,140,150,150,150,7228,1,31,33,2,199,90282
"1749101767","28","","Aggregated",208.70,0.00,30,39,45,50,64,78,92,110,140,150,150,150,7430,1,31,33,2,199,90267
"1749101768","28","","Aggregated",209.10,0.00,30,39,45,49,63,78,89,110,140,150,150,150,7640,1,31,33,2,199,90231
"1749101769","28","","Aggregated",210.80,0.00,30,39,45,49,62,76,90,100,140,140,140,140,7865,1,31,33,2,199,90270
"1749101770","28","","Aggregated",210.60,0.00,29,39,45,49,62,75,90,100,130,150,150,150,8071,1,31,33,2,199,90417
"1749101771","28","","Aggregated",212.90,0.00,30,39,45,50,62,74,90,100,130,150,150,150,8274,1,31,33,2,199,90440
"1749101772","28","","Aggregated",213.90,0.00,29,39,46,50,62,74,90,110,130,150,150,150,8480,1,31,33,2,199,90298
"1749101773","28","","Aggregated",212.30,0.00,30,39,46,50,63,74,90,110,140,150,150,150,8703,1,31,33,2,199,90365
